Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,age,Segment
1962.0,Graduation,Relationship,65316.0,1.0,1.0,65.0,112.0,6.0,92.0,3.0,9.0,38.0,2.0,3.0,2.0,5.0,4.0,62.0,1
1982.0,Graduation,Single,28567.0,1.0,0.0,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,42.0,0
1951.0,Master,Relationship,47352.0,0.0,1.0,70.0,172.0,12.0,112.0,8.0,0.0,15.0,4.0,6.0,1.0,5.0,7.0,73.0,0
1967.0,Graduation,Relationship,44931.0,0.0,1.0,0.0,78.0,0.0,11.0,0.0,0.0,7.0,1.0,2.0,1.0,3.0,5.0,57.0,0
1967.0,Graduation,Single,76982.0,0.0,0.0,19.0,464.0,8.0,292.0,65.0,60.0,30.0,1.0,8.0,3.0,4.0,4.0,57.0,1
1952.0,Foundational,Relationship,57247.0,0.0,1.0,50.0,99.0,4.0,32.0,37.0,54.0,6.0,2.0,2.0,1.0,7.0,2.0,72.0,1
1981.0,Master,Single,22944.0,1.0,0.0,67.0,19.0,3.0,19.0,4.0,5.0,26.0,3.0,3.0,0.0,3.0,7.0,43.0,0
1977.0,Foundational,Relationship,25315.0,1.0,0.0,46.0,1.0,9.0,8.0,11.0,3.0,22.0,3.0,3.0,0.0,3.0,8.0,47.0,0
1969.0,Graduation,Single,43638.0,0.0,1.0,37.0,63.0,10.0,83.0,7.0,19.0,19.0,2.0,4.0,1.0,4.0,7.0,55.0,0
1984.0,PhD,Single,42710.0,1.0,0.0,38.0,252.0,3.0,42.0,4.0,3.0,102.0,2.0,4.0,5.0,3.0,6.0,40.0,0
1982.0,PhD,Relationship,84169.0,0.0,0.0,9.0,173.5,19.0,403.0,0.0,19.0,0.0,1.0,7.0,6.0,6.0,3.0,42.0,1
1976.0,Graduation,Relationship,54058.0,0.0,1.0,56.0,198.0,18.0,252.0,32.0,8.0,54.0,2.0,4.0,6.0,8.0,3.0,48.0,1
1964.0,Graduation,Single,85620.0,0.0,0.0,68.0,416.0,46.0,67.0,60.0,8.0,46.0,1.0,3.0,6.0,4.0,1.0,60.0,1
1980.0,Graduation,Relationship,47850.0,1.0,0.0,72.0,42.0,7.0,43.0,20.0,12.0,10.0,1.0,3.0,0.0,4.0,6.0,44.0,0
1968.0,Graduation,Relationship,19514.0,1.0,1.0,47.0,14.0,3.0,21.0,2.0,1.0,28.0,4.0,3.0,1.0,2.0,8.0,56.0,0
1973.0,Master,Relationship,27159.0,1.0,1.0,33.0,17.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,6.0,51.0,0
1963.0,Foundational,Single,39548.0,1.0,1.0,87.0,15.0,4.0,10.0,3.0,4.0,18.0,2.0,1.0,1.0,3.0,3.0,61.0,0
1989.0,Graduation,Single,21474.0,1.0,0.0,0.0,6.0,16.0,24.0,11.0,0.0,34.0,2.0,3.0,1.0,2.0,7.0,35.0,0
1971.0,PhD,Single,60504.0,0.0,1.0,73.0,458.0,0.0,24.0,6.0,4.0,34.0,2.0,6.0,2.0,8.0,6.0,53.0,1
1963.0,Graduation,Relationship,22419.0,0.0,0.0,74.0,30.0,3.0,47.0,19.0,21.0,42.0,1.0,3.0,2.0,2.0,8.0,61.0,0
1949.0,Master,Relationship,81698.0,0.0,0.0,4.0,179.0,28.0,520.0,111.0,8.0,47.0,1.0,3.0,8.0,13.0,1.0,75.0,1
1952.0,Graduation,Relationship,43462.0,1.0,1.0,50.0,90.0,17.0,97.0,15.0,6.0,15.0,6.0,4.0,1.0,5.0,8.0,72.0,0
1978.0,PhD,Single,54880.0,1.0,0.0,57.0,308.0,8.0,137.0,102.0,45.0,118.0,2.0,6.0,2.0,11.0,5.0,46.0,1
1982.0,Graduation,Relationship,79908.0,0.0,0.0,30.0,557.0,8.0,67.0,29.0,8.0,111.0,1.0,5.0,6.0,7.0,2.0,42.0,1
1970.0,Foundational,Relationship,15315.0,0.0,0.0,27.0,7.0,4.0,13.0,15.0,8.0,17.0,2.0,2.0,0.0,4.0,5.0,54.0,0
1959.0,Graduation,Relationship,87771.0,0.0,1.0,61.0,173.5,38.0,287.0,50.0,57.0,33.0,1.0,5.0,10.0,4.0,6.0,65.0,1
1978.0,Graduation,Relationship,33039.0,1.0,0.0,4.0,30.0,8.0,12.0,8.0,8.0,12.0,1.0,2.0,0.0,4.0,5.0,46.0,0
1980.0,Graduation,Single,81741.0,0.0,0.0,75.0,249.0,8.0,67.0,58.0,8.0,38.0,0.0,6.0,6.0,7.0,2.0,44.0,1
1971.0,Master,Relationship,71499.0,0.0,1.0,12.0,465.0,25.0,132.0,12.0,0.0,37.0,2.0,8.0,3.0,13.0,4.0,53.0,1
1970.0,Foundational,Relationship,62466.0,0.0,1.0,13.0,129.0,8.0,259.0,12.0,8.0,83.0,5.0,6.0,3.0,12.0,4.0,54.0,1
1963.0,PhD,Single,48799.0,0.0,1.0,9.0,174.0,18.0,81.0,28.0,6.0,24.0,3.0,3.0,2.0,7.0,3.0,61.0,0
1950.0,PhD,Relationship,52157.0,0.0,1.0,48.0,189.0,2.0,29.0,3.0,2.0,40.0,2.0,3.0,2.0,5.0,4.0,74.0,1
1962.0,Graduation,Single,66565.0,0.0,1.0,80.0,747.0,10.0,161.0,65.0,40.0,42.0,4.0,4.0,2.0,9.0,8.0,62.0,1
1951.0,Master,Relationship,29298.0,1.0,1.0,60.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,73.0,0
1979.0,Graduation,Single,47691.0,0.0,1.0,43.0,14.0,0.0,3.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,45.0,0
1970.0,Graduation,Relationship,38200.0,1.0,1.0,19.0,12.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,54.0,0
1974.0,Graduation,Relationship,44989.0,0.0,1.0,26.0,98.0,0.0,106.0,49.0,10.0,106.0,5.0,5.0,1.0,5.0,6.0,50.0,0
1968.0,PhD,Relationship,38443.0,1.0,1.0,58.0,32.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,56.0,0
1978.0,Foundational,Single,38593.0,1.0,0.0,42.0,51.0,12.0,49.0,17.0,24.0,24.0,3.0,4.0,1.0,3.0,8.0,46.0,0
1970.0,PhD,Relationship,64413.0,0.0,1.0,27.0,200.0,5.0,44.0,0.0,10.0,20.0,1.0,5.0,1.0,5.0,5.0,54.0,1
1981.0,Master,Relationship,36959.0,1.0,0.0,56.0,25.0,6.0,25.0,6.0,0.0,0.0,2.0,2.0,0.0,3.0,8.0,43.0,0
1977.0,PhD,Relationship,61996.0,0.0,1.0,27.0,1050.0,12.0,144.0,0.0,0.0,24.0,3.0,6.0,4.0,8.0,5.0,47.0,1
1968.0,Graduation,Relationship,51287.0,1.0,1.0,10.0,117.0,0.0,22.0,13.0,0.0,30.0,3.0,4.0,1.0,3.0,7.0,56.0,1
1970.0,Graduation,Relationship,13260.0,1.0,1.0,48.0,9.0,4.0,17.0,10.0,2.0,7.0,4.0,3.0,0.0,3.0,8.0,54.0,0
1966.0,PhD,Relationship,47472.0,1.0,1.0,39.0,56.0,0.0,11.0,0.0,0.0,8.0,2.0,2.0,0.0,4.0,5.0,58.0,0
1956.0,Master,Relationship,54603.0,1.0,1.0,85.0,145.0,13.0,46.0,17.0,2.0,4.0,6.0,4.0,2.0,4.0,7.0,68.0,1
1974.0,PhD,Relationship,45207.0,1.0,1.0,64.0,203.0,0.0,10.0,0.0,0.0,2.0,5.0,3.0,1.0,6.0,6.0,50.0,0
1951.0,Graduation,Relationship,40689.0,0.0,1.0,69.0,270.0,3.0,27.0,39.0,6.0,99.0,2.0,7.0,1.0,5.0,8.0,73.0,0
1967.0,Foundational,Relationship,47821.0,1.0,1.0,54.0,9.0,0.0,16.0,6.0,6.0,10.0,1.0,1.0,0.0,3.0,8.0,57.0,0
1951.0,Master,Relationship,27450.0,0.0,0.0,57.0,37.0,12.0,23.0,8.0,11.0,52.0,1.0,2.0,1.0,3.0,7.0,73.0,0
1983.0,Graduation,Relationship,39453.0,1.0,0.0,64.0,46.0,0.0,7.0,0.0,0.0,2.0,2.0,2.0,0.0,3.0,6.0,41.0,0
1971.0,Foundational,Relationship,26850.0,1.0,1.0,10.0,31.0,1.0,13.0,7.0,2.0,9.0,4.0,2.0,1.0,4.0,4.0,53.0,0
1955.0,Graduation,Single,79800.0,0.0,0.0,65.0,1060.0,21.0,530.0,32.0,0.0,24.0,1.0,5.0,2.0,5.0,3.0,69.0,1
1961.0,Master,Relationship,61794.0,0.0,1.0,74.0,264.0,47.0,188.0,54.0,47.0,11.0,2.0,4.0,4.0,10.0,2.0,63.0,1
1955.0,Graduation,Relationship,53863.0,0.0,1.0,4.0,399.0,4.0,30.0,6.0,4.0,30.0,3.0,7.0,1.0,7.0,7.0,69.0,1
1984.0,PhD,Single,39684.0,1.0,0.0,41.0,19.0,0.0,35.0,6.0,4.0,17.0,2.0,2.0,1.0,2.0,7.0,40.0,0
1975.0,Master,Relationship,92163.0,0.0,0.0,25.0,817.0,8.0,67.0,106.0,8.0,20.0,0.0,5.0,2.0,5.0,2.0,49.0,1
1977.0,Graduation,Relationship,33178.0,1.0,0.0,9.0,12.0,6.0,2.0,11.0,2.0,16.0,1.0,1.0,0.0,3.0,4.0,47.0,0
1972.0,PhD,Relationship,59973.0,0.0,0.0,47.0,130.0,30.0,168.0,20.0,34.0,0.0,1.0,3.0,4.0,7.0,1.0,52.0,1
1975.0,Master,Relationship,17459.0,1.0,0.0,12.0,6.0,4.0,16.0,3.0,10.0,30.0,3.0,3.0,1.0,2.0,7.0,49.0,0
1969.0,Graduation,Single,23910.0,1.0,0.0,80.0,16.0,12.0,18.0,7.0,1.0,13.0,1.0,2.0,0.0,3.0,7.0,55.0,0
1969.0,Master,Relationship,42169.0,1.0,1.0,20.0,19.0,0.0,9.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,8.0,55.0,0
1978.0,Foundational,Relationship,26224.0,1.0,0.0,39.0,4.0,7.0,15.0,13.0,9.0,15.0,3.0,2.0,1.0,3.0,6.0,46.0,0
1981.0,Graduation,Relationship,31089.0,1.0,0.0,57.0,31.0,3.0,31.0,2.0,8.0,4.0,3.0,3.0,0.0,4.0,8.0,43.0,0
1961.0,Graduation,Single,30081.0,0.0,1.0,27.0,36.0,0.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,3.0,7.0,63.0,0
1960.0,Graduation,Relationship,62807.0,0.0,1.0,83.0,526.0,28.0,135.0,10.0,21.0,99.0,3.0,5.0,3.0,12.0,5.0,64.0,1
1955.0,Graduation,Single,72906.0,0.0,0.0,79.0,400.0,32.0,519.0,71.0,75.0,54.0,1.0,3.0,4.0,9.0,1.0,69.0,1
1948.0,PhD,Relationship,61467.0,0.0,2.0,69.0,410.0,16.0,114.0,0.0,5.0,49.0,3.0,5.0,2.0,10.0,5.0,76.0,1
1966.0,Master,Relationship,49618.0,1.0,1.0,77.0,80.0,3.0,26.0,4.0,2.0,14.0,4.0,3.0,1.0,3.0,7.0,58.0,0
1986.0,Master,Single,21888.0,1.0,0.0,15.0,88.0,10.0,46.0,2.0,3.0,64.0,4.0,5.0,1.0,2.0,10.0,38.0,0
1956.0,Graduation,Single,26150.0,2.0,1.0,61.0,5.0,1.0,13.0,3.0,5.0,1.0,1.0,1.0,0.0,3.0,7.0,68.0,0
1975.0,Foundational,Relationship,30801.0,0.0,1.0,23.0,8.0,4.0,5.0,15.0,2.0,11.0,2.0,1.0,0.0,3.0,7.0,49.0,0
1965.0,Graduation,Relationship,81168.0,0.0,0.0,84.0,410.0,0.0,67.0,12.0,22.0,22.0,1.0,6.0,4.0,7.0,3.0,59.0,1
1969.0,Master,Single,26877.0,0.0,0.0,74.0,101.0,13.0,76.0,20.0,18.0,40.0,2.0,3.0,1.0,6.0,6.0,55.0,0
1973.0,Foundational,Relationship,18978.0,1.0,0.0,41.0,2.0,8.0,1.0,4.0,7.0,15.0,1.0,1.0,0.0,3.0,8.0,51.0,0
1967.0,Graduation,Relationship,22574.0,2.0,1.0,28.0,25.0,0.0,8.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,7.0,57.0,0
1969.0,PhD,Single,48240.0,0.0,0.0,73.0,389.0,8.0,248.0,64.0,49.0,41.0,3.0,6.0,3.0,13.0,5.0,55.0,0
1974.0,Graduation,Relationship,45837.0,1.0,1.0,88.0,215.0,13.0,87.0,17.0,17.0,24.0,5.0,6.0,2.0,5.0,7.0,50.0,0
1976.0,PhD,Relationship,51741.5,1.0,1.0,31.0,85.0,1.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,48.0,1
1978.0,Graduation,Single,54162.0,1.0,1.0,31.0,5.0,6.0,10.0,6.0,5.0,10.0,1.0,1.0,0.0,3.0,4.0,46.0,1
1960.0,Master,Relationship,30522.0,0.0,1.0,6.0,179.0,8.0,83.0,19.0,11.0,26.0,5.0,1.0,2.0,9.0,2.0,64.0,0
1961.0,PhD,Relationship,54456.0,0.0,1.0,23.0,352.0,0.0,27.0,10.0,0.0,15.0,3.0,6.0,1.0,7.0,6.0,63.0,1
1949.0,Graduation,Single,72298.0,0.0,0.0,52.0,625.0,35.0,169.0,58.0,17.0,35.0,1.0,4.0,3.0,6.0,1.0,75.0,1
1978.0,Foundational,Single,36975.0,1.0,0.0,50.0,10.0,6.0,11.0,0.0,4.0,2.0,1.0,1.0,0.0,3.0,7.0,46.0,0
1955.0,Foundational,Relationship,72635.0,0.0,0.0,54.0,390.0,22.0,323.0,104.0,35.0,107.0,1.0,6.0,8.0,6.0,3.0,69.0,1
1975.0,Graduation,Single,84196.0,0.0,1.0,56.0,215.0,63.0,507.0,12.0,31.0,24.0,1.0,8.0,4.0,7.0,3.0,49.0,1
1960.0,Graduation,Relationship,70971.0,0.0,1.0,28.0,1001.0,17.0,67.0,93.0,8.0,17.0,2.0,11.0,2.0,5.0,7.0,64.0,1
1977.0,Graduation,Single,28769.0,1.0,0.0,76.0,41.0,5.0,129.0,10.0,3.0,3.0,3.0,4.0,1.0,4.0,9.0,47.0,0
1970.0,PhD,Relationship,69084.0,1.0,0.0,43.0,1181.0,8.0,199.0,39.0,30.0,30.0,2.0,7.0,3.0,13.0,8.0,54.0,1
1958.0,PhD,Relationship,65488.0,0.0,0.0,46.0,603.0,45.0,207.0,36.0,18.0,54.0,1.0,3.0,4.0,6.0,1.0,66.0,1
1970.0,Foundational,Relationship,62466.0,0.0,1.0,13.0,129.0,8.0,259.0,12.0,8.0,83.0,5.0,6.0,3.0,12.0,4.0,54.0,1
1960.0,Foundational,Single,32218.0,0.0,0.0,27.0,10.0,24.0,15.0,13.0,1.0,30.0,1.0,2.0,1.0,3.0,7.0,64.0,0
1973.0,Graduation,Single,83917.0,0.0,0.0,12.0,514.0,22.0,67.0,42.0,8.0,79.0,1.0,6.0,7.0,7.0,3.0,51.0,1
1962.0,Graduation,Single,46102.0,2.0,1.0,3.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,62.0,0
1952.0,Graduation,Single,84574.0,0.0,0.0,72.0,387.0,20.0,67.0,38.0,54.0,24.0,1.0,9.0,2.0,11.0,5.0,72.0,1
1962.0,Graduation,Relationship,56181.0,0.0,1.0,6.0,121.0,8.0,69.0,8.0,44.0,48.0,1.0,4.0,2.0,7.0,4.0,62.0,1
1950.0,Master,Single,63120.0,0.0,1.0,53.0,965.0,69.0,279.0,54.0,41.0,69.0,5.0,8.0,4.0,9.0,7.0,74.0,1
1971.0,Graduation,Relationship,73691.0,0.0,1.0,58.0,707.0,21.0,250.0,85.0,43.0,73.0,2.0,6.0,2.0,8.0,2.0,53.0,1
1960.0,Graduation,Relationship,63381.0,0.0,1.0,78.0,571.0,50.0,142.0,33.0,50.0,24.0,4.0,4.0,5.0,13.0,2.0,64.0,1
1948.0,PhD,Relationship,76140.0,0.0,0.0,57.0,586.0,66.0,67.0,17.0,0.0,26.0,1.0,5.0,9.0,6.0,2.0,76.0,1
1959.0,PhD,Single,62859.0,0.0,1.0,37.0,1063.0,8.0,102.0,16.0,12.0,25.0,4.0,9.0,4.0,6.0,6.0,65.0,1
1964.0,Graduation,Single,45906.0,0.0,1.0,20.0,305.0,3.0,27.0,4.0,3.0,24.0,2.0,5.0,4.0,4.0,5.0,60.0,0
1947.0,Master,Relationship,77632.0,0.0,0.0,73.0,1200.0,8.0,67.0,0.0,42.0,24.0,1.0,4.0,2.0,6.0,2.0,77.0,1
1971.0,PhD,Relationship,46463.0,1.0,1.0,56.0,163.0,2.0,40.0,8.0,11.0,11.0,2.0,3.0,1.0,6.0,6.0,53.0,0
1970.0,Graduation,Relationship,105471.0,0.0,0.0,36.0,1009.0,8.0,104.0,12.0,21.0,24.0,0.0,9.0,8.0,13.0,3.0,54.0,1
1970.0,Master,Single,55282.0,1.0,0.0,9.0,125.0,6.0,73.0,8.0,4.0,19.0,1.0,3.0,1.0,6.0,4.0,54.0,1
1977.0,Master,Relationship,78710.0,0.0,1.0,42.0,721.0,0.0,152.0,119.0,50.0,50.0,3.0,7.0,6.0,12.0,4.0,47.0,1
1958.0,Graduation,Relationship,66886.0,0.0,1.0,28.0,315.0,4.0,62.0,41.0,31.0,24.0,2.0,7.0,1.0,7.0,5.0,66.0,1
1960.0,Master,Single,98777.0,0.0,0.0,23.0,1000.0,19.0,67.0,12.0,8.0,38.0,0.0,4.0,6.0,9.0,1.0,64.0,1
1985.0,Graduation,Relationship,29103.0,1.0,0.0,38.0,16.0,0.0,17.0,6.0,3.0,6.0,2.0,1.0,0.0,3.0,9.0,39.0,0
1974.0,Graduation,Relationship,67445.0,0.0,1.0,63.0,757.0,80.0,217.0,29.0,80.0,11.0,5.0,9.0,6.0,12.0,6.0,50.0,1
1950.0,PhD,Relationship,50616.0,0.0,1.0,71.0,30.0,2.0,25.0,0.0,1.0,9.0,1.0,1.0,1.0,4.0,2.0,74.0,0
1955.0,Graduation,Single,49431.0,0.0,1.0,9.0,219.0,3.0,100.0,26.0,0.0,17.0,2.0,7.0,1.0,5.0,8.0,69.0,0
1975.0,Graduation,Single,51741.5,0.0,0.0,81.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,1
1953.0,Graduation,Relationship,61278.0,0.0,1.0,87.0,111.0,3.0,28.0,2.0,6.0,15.0,2.0,3.0,1.0,4.0,6.0,71.0,1
1947.0,PhD,Relationship,73059.0,0.0,1.0,36.0,410.0,8.0,420.0,0.0,8.0,71.0,1.0,9.0,3.0,13.0,4.0,77.0,1
1966.0,PhD,Single,46734.0,1.0,2.0,86.0,100.0,1.0,39.0,6.0,1.0,76.0,4.0,3.0,2.0,3.0,6.0,58.0,0
1963.0,Graduation,Relationship,56253.0,0.0,1.0,83.0,509.0,0.0,65.0,7.0,11.0,5.0,4.0,7.0,2.0,9.0,6.0,61.0,1
1985.0,Graduation,Relationship,19986.0,1.0,0.0,74.0,3.0,6.0,5.0,0.0,2.0,6.0,1.0,0.0,0.0,3.0,7.0,39.0,0
1975.0,Graduation,Single,58330.0,0.0,1.0,87.0,445.0,53.0,213.0,104.0,8.0,24.0,1.0,6.0,4.0,13.0,4.0,49.0,1
1980.0,Foundational,Relationship,25965.0,0.0,0.0,29.0,2.0,2.0,11.0,41.0,7.0,11.0,1.0,2.0,0.0,3.0,8.0,44.0,0
1956.0,Master,Relationship,14661.0,0.0,0.0,88.0,4.0,1.0,11.0,6.0,2.0,2.0,1.0,1.0,0.0,3.0,6.0,68.0,0
1959.0,Graduation,Relationship,18690.0,0.0,0.0,77.0,6.0,1.0,7.0,23.0,4.0,19.0,1.0,1.0,1.0,2.0,8.0,65.0,0
1974.0,PhD,Relationship,45068.0,0.0,1.0,25.0,14.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,50.0,0
1987.0,Foundational,Single,21063.0,1.0,0.0,34.0,1.0,10.0,11.0,19.0,3.0,15.0,2.0,2.0,0.0,3.0,6.0,37.0,0
1968.0,PhD,Relationship,29187.0,1.0,0.0,43.0,26.0,0.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,8.0,56.0,0
1971.0,Foundational,Relationship,54690.0,1.0,1.0,76.0,111.0,16.0,37.0,7.0,9.0,18.0,3.0,3.0,1.0,5.0,3.0,53.0,1
1964.0,PhD,Relationship,59304.0,0.0,1.0,81.0,418.0,61.0,428.0,80.0,51.0,10.0,3.0,7.0,8.0,10.0,5.0,60.0,1
1962.0,Master,Single,59247.0,0.0,2.0,87.0,327.0,9.0,122.0,19.0,14.0,83.0,5.0,5.0,2.0,9.0,6.0,62.0,1
1970.0,Graduation,Single,66731.0,0.0,1.0,33.0,371.0,8.0,194.0,58.0,8.0,24.0,4.0,4.0,3.0,6.0,3.0,54.0,1
1980.0,Graduation,Relationship,77353.0,0.0,1.0,38.0,275.0,59.0,107.0,69.0,8.0,59.0,2.0,6.0,4.0,8.0,4.0,44.0,1
1975.0,PhD,Single,52614.0,0.0,1.0,63.0,789.0,0.0,142.0,12.0,9.0,38.0,2.0,2.0,4.0,8.0,8.0,49.0,1
1974.0,Graduation,Relationship,26751.0,2.0,0.0,26.0,1.0,1.0,5.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,8.0,50.0,0
1963.0,PhD,Relationship,81300.0,0.0,1.0,17.0,1004.0,12.0,145.0,32.0,12.0,36.0,3.0,10.0,3.0,5.0,5.0,61.0,1
1979.0,Graduation,Single,70337.0,0.0,0.0,75.0,187.0,81.0,149.0,25.0,43.0,91.0,1.0,2.0,2.0,12.0,1.0,45.0,1
1985.0,Foundational,Relationship,36145.0,1.0,0.0,13.0,56.0,4.0,76.0,17.0,1.0,18.0,4.0,4.0,1.0,3.0,9.0,39.0,0
1980.0,PhD,Single,65295.0,0.0,0.0,19.0,365.0,32.0,117.0,34.0,8.0,6.0,1.0,3.0,3.0,13.0,2.0,44.0,1
1963.0,Graduation,Single,68118.0,0.0,1.0,51.0,595.0,23.0,123.0,10.0,23.0,24.0,2.0,8.0,9.0,4.0,6.0,61.0,1
1967.0,Graduation,Single,68743.0,0.0,0.0,81.0,1132.0,8.0,384.0,12.0,8.0,115.0,1.0,11.0,5.0,13.0,7.0,57.0,1
1982.0,Foundational,Relationship,41039.0,0.0,0.0,32.0,34.0,11.0,137.0,12.0,61.0,45.0,1.0,8.0,1.0,5.0,8.0,42.0,0
1955.0,Graduation,Relationship,38946.0,0.0,1.0,84.0,116.0,6.0,82.0,6.0,6.0,41.0,2.0,3.0,1.0,6.0,5.0,69.0,0
1967.0,Graduation,Relationship,65777.0,0.0,0.0,87.0,565.0,32.0,435.0,28.0,32.0,54.0,1.0,2.0,8.0,6.0,1.0,57.0,1
1982.0,PhD,Relationship,51741.5,0.0,0.0,21.0,55.0,16.0,67.0,17.0,3.0,4.0,2.0,0.0,2.0,1.0,0.0,42.0,1
1989.0,PhD,Relationship,77845.0,0.0,0.0,40.0,760.0,40.0,480.0,0.0,40.0,26.0,1.0,3.0,5.0,12.0,1.0,35.0,1
1969.0,PhD,Relationship,69476.0,0.0,0.0,3.0,260.0,8.0,67.0,63.0,9.0,67.0,1.0,4.0,6.0,4.0,2.0,55.0,1
1970.0,Graduation,Single,61209.0,0.0,0.0,73.0,466.0,0.0,224.0,119.0,49.0,99.0,1.0,5.0,3.0,4.0,2.0,54.0,1
1952.0,Foundational,Relationship,13084.0,0.0,0.0,29.0,2.0,0.0,7.0,3.0,7.0,10.0,1.0,1.0,0.0,3.0,6.0,72.0,0
1949.0,Master,Single,47570.0,1.0,1.0,3.0,67.0,1.0,20.0,0.0,2.0,31.0,3.0,2.0,2.0,2.0,7.0,75.0,0
1995.0,Graduation,Single,34824.0,0.0,0.0,65.0,4.0,2.0,11.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,6.0,29.0,0
1949.0,PhD,Single,26518.0,1.0,1.0,33.0,20.0,1.0,28.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,8.0,75.0,0
1961.0,Graduation,Single,45938.0,0.0,0.0,46.0,273.0,11.0,178.0,62.0,8.0,29.0,2.0,8.0,4.0,6.0,6.0,63.0,0
1960.0,Graduation,Relationship,78468.0,0.0,0.0,29.0,434.0,22.0,388.0,104.0,22.0,34.0,1.0,10.0,7.0,10.0,4.0,64.0,1
1978.0,Graduation,Relationship,71427.0,2.0,0.0,26.0,212.0,8.0,177.0,15.0,64.0,23.0,2.0,8.0,2.0,8.0,4.0,46.0,1
1978.0,Graduation,Single,71022.0,0.0,1.0,30.0,909.0,12.0,278.0,0.0,12.0,24.0,3.0,5.0,2.0,11.0,8.0,46.0,1
1988.0,Master,Single,90247.0,0.0,0.0,27.0,1184.0,32.0,352.0,21.0,16.0,16.0,1.0,3.0,4.0,7.0,1.0,36.0,1
1968.0,Master,Single,41335.0,1.0,0.0,24.0,112.0,19.0,21.0,16.0,14.0,5.0,3.0,4.0,1.0,4.0,7.0,56.0,0
1970.0,PhD,Single,35682.0,1.0,0.0,34.0,23.0,0.0,8.0,6.0,2.0,18.0,1.0,1.0,1.0,3.0,2.0,54.0,0
1951.0,Graduation,Single,43185.0,0.0,1.0,88.0,537.0,6.0,42.0,16.0,6.0,30.0,2.0,9.0,3.0,6.0,8.0,73.0,0
1971.0,Master,Relationship,35178.0,1.0,0.0,10.0,23.0,1.0,13.0,2.0,2.0,18.0,1.0,1.0,1.0,2.0,7.0,53.0,0
1986.0,Graduation,Relationship,25252.0,1.0,0.0,26.0,1.0,3.0,4.0,2.0,2.0,6.0,1.0,1.0,0.0,2.0,8.0,38.0,0
1965.0,Master,Single,55250.0,0.0,1.0,49.0,664.0,58.0,83.0,32.0,0.0,66.0,4.0,7.0,5.0,10.0,5.0,59.0,1
1975.0,Graduation,Single,33249.0,1.0,0.0,11.0,6.0,10.0,21.0,19.0,14.0,42.0,2.0,2.0,1.0,3.0,6.0,49.0,0
1953.0,Graduation,Relationship,58398.0,0.0,0.0,44.0,299.0,5.0,201.0,21.0,21.0,49.0,3.0,5.0,4.0,8.0,4.0,71.0,1
1982.0,Graduation,Relationship,50272.0,1.0,0.0,75.0,99.0,13.0,66.0,43.0,8.0,4.0,3.0,4.0,1.0,5.0,7.0,42.0,0
1975.0,PhD,Relationship,76618.0,0.0,0.0,64.0,749.0,40.0,294.0,12.0,8.0,24.0,1.0,3.0,2.0,5.0,1.0,49.0,1
1960.0,Foundational,Single,87305.0,0.0,0.0,19.0,345.0,25.0,501.0,63.0,8.0,80.0,1.0,5.0,3.0,8.0,2.0,64.0,1
1978.0,Graduation,Relationship,25851.0,1.0,0.0,45.0,9.0,4.0,18.0,7.0,5.0,5.0,2.0,2.0,0.0,3.0,7.0,46.0,0
1970.0,Graduation,Single,58710.0,0.0,1.0,77.0,440.0,81.0,368.0,0.0,8.0,24.0,6.0,11.0,5.0,9.0,6.0,54.0,1
1958.0,Graduation,Single,45160.0,1.0,1.0,9.0,8.0,2.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,2.0,7.0,66.0,0
1965.0,Master,Relationship,74806.0,0.0,1.0,1.0,670.0,9.0,249.0,0.0,28.0,9.0,2.0,5.0,4.0,5.0,4.0,59.0,1
1984.0,PhD,Relationship,18988.0,1.0,0.0,43.0,6.0,0.0,6.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,7.0,40.0,0
