,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
522,0.6706848825788017,1.1666666666666667,Graduation,Married,-0.26161233029290465,0.0,0.0,16-08-2013,-0.02,0.011446409989594173,-0.1875,-0.013888888888888888,0.5531914893617021,0.28125,0.723404255319149,-0.5,0.25,-0.25,0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,-0.09206179123135995,-0.9444444444444444,Graduation,Married,0.5756193744543785,0.0,0.0,30-09-2012,0.48,2.5088449531737775,0.78125,0.6898148148148148,-0.2553191489361702,0.78125,0.8936170212765957,-0.5,-0.5,0.5,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
524,-0.9685686221984106,0.9444444444444444,Graduation,Married,-0.7777627261506969,1.0,0.0,08-09-2012,-0.28,-0.29448491155046824,-0.21875,-0.013888888888888888,0.0851063829787234,0.125,1.297872340425532,0.5,-0.5,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
525,-0.5715688900794714,0.8888888888888888,Graduation,Married,-0.556955356874078,1.0,0.0,04-12-2012,0.54,-0.34443288241415193,-0.125,-0.24074074074074073,-0.10638297872340426,-0.0625,-0.46808510638297873,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,-0.20296455040628628,-0.6666666666666666,PhD,Together,0.7971793250850417,0.0,0.0,27-11-2013,-0.58,1.4724245577523414,0.9375,1.1666666666666667,0.0851063829787234,0.53125,-0.2553191489361702,-0.5,0.0,0.75,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,-0.8474863827127422,0.3888888888888889,Master,Married,-0.03096119690538547,0.0,0.0,08-06-2014,0.46,-0.06763787721123829,0.21875,0.39814814814814814,1.1702127659574468,0.71875,0.23404255319148937,-0.5,0.0,0.5,0.2,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,-0.13510134833467274,-0.3333333333333333,Graduation,Single,0.3148047803967609,0.0,0.0,12-08-2012,-0.58,1.7200832466181062,4.59375,1.4444444444444444,4.51063829787234,0.28125,2.0425531914893615,-0.5,0.0,1.5,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,-0.38887400660773286,-0.5555555555555556,PhD,Married,-0.06705499864535357,1.0,1.0,03-11-2013,0.4,0.06763787721123829,0.0625,0.0,0.3829787234042553,0.59375,1.0,2.0,0.0,-0.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,-0.8494508438253415,0.2777777777777778,2n Cycle,Widow,-0.1113669887714862,0.0,1.0,15-02-2013,0.62,-0.023933402705515087,1.65625,0.07407407407407407,1.8085106382978724,1.53125,0.7872340425531915,1.0,0.0,0.25,0.6,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,-0.6169300830431288,-0.05555555555555555,Graduation,Single,0.6411240555104006,0.0,1.0,18-09-2013,0.32,0.927159209157128,1.4375,0.8935185185185185,2.4468085106382977,1.4375,0.6382978723404256,-0.5,0.0,1.25,0.0,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,-0.12313599428520404,0.3888888888888889,Master,Together,0.19785363797826544,1.0,1.0,18-06-2014,0.06,0.5879292403746098,-0.125,-0.19907407407407407,-0.2553191489361702,-0.25,-0.3191489361702128,2.5,1.0,0.0,0.2,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,-0.18242700241092955,-0.4444444444444444,Graduation,Married,0.4194737951172522,1.0,1.0,24-04-2013,0.32,-0.1279916753381894,-0.0625,0.11574074074074074,-0.19148936170212766,0.03125,0.2978723404255319,0.0,-0.25,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,0.5831770693811947,0.6666666666666666,Graduation,Single,-0.6867906920738132,1.0,0.0,17-06-2013,0.16,-0.3381893860561915,-0.15625,-0.20833333333333334,-0.2127659574468085,-0.1875,-0.3829787234042553,0.0,-0.5,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,0.9433878024823645,-1.0555555555555556,Master,Together,-0.12130106264487191,0.0,1.0,11-04-2013,0.42,-0.003121748178980229,0.125,0.20833333333333334,-0.0851063829787234,-0.25,-0.19148936170212766,1.0,0.5,-0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,-0.6192517189034735,-0.16666666666666666,Graduation,Together,-0.1941810409705289,0.0,1.0,18-01-2014,-0.98,-0.1987513007284079,-0.25,-0.25925925925925924,-0.2553191489361702,-0.25,-0.3617021276595745,-0.5,-0.5,-0.25,-0.4,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,0.2629699080275025,-0.16666666666666666,Graduation,Divorced,0.770658358168518,0.0,0.0,15-02-2014,-0.6,0.6045785639958376,4.46875,1.0416666666666667,1.127659574468085,1.625,0.1276595744680851,-0.5,1.0,0.25,-0.2,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
538,1.0067863202071614,-1.0,2n Cycle,Together,0.1765706372858906,0.0,1.0,08-08-2013,0.02,-0.1550468262226847,-0.125,-0.16203703703703703,0.5319148936170213,1.4375,-0.3829787234042553,0.0,-0.5,-0.25,0.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,-0.9205286186266631,0.6111111111111112,Master,Single,-0.8560612902254734,1.0,0.0,23-12-2013,0.36,-0.3215400624349636,-0.15625,-0.2222222222222222,-0.1702127659574468,-0.09375,0.0425531914893617,0.5,-0.25,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,-0.32029645504062865,0.3888888888888889,2n Cycle,Together,-0.7846864746079051,1.0,0.0,07-11-2013,-0.06,-0.3590010405827263,0.03125,-0.27314814814814814,-0.02127659574468085,-0.15625,-0.0425531914893617,0.5,-0.25,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,0.9165996964014644,-0.05555555555555555,Graduation,Widow,-0.23310454860170385,0.0,1.0,06-08-2012,-0.24,-0.2299687825182102,0.0625,0.07407407407407407,-0.10638297872340426,0.34375,-0.10638297872340426,0.0,0.0,-0.25,-0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,-0.0754531654612019,0.7777777777777778,PhD,Single,-0.26104036846383094,1.0,0.0,28-11-2012,-0.22,0.16337148803329865,-0.15625,-0.11574074074074074,-0.1702127659574468,-0.15625,1.6595744680851063,0.0,0.0,0.75,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,0.015804982587731047,0.6666666666666666,PhD,Married,0.9870104458291942,0.0,0.0,07-08-2013,-0.8,2.7148803329864726,0.34375,1.5555555555555556,-0.2553191489361702,0.34375,-0.5106382978723404,-0.5,0.75,1.0,0.2,-0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
544,0.42209125814804893,0.3333333333333333,Graduation,Together,0.08057135976399049,0.0,1.0,04-06-2013,0.14,0.05098855359001041,0.3125,0.8564814814814815,0.425531914893617,3.125,0.6382978723404256,0.0,0.0,1.0,0.6,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,0.5504955799624967,1.1111111111111112,2n Cycle,Married,-0.8037117312381469,1.0,0.0,08-03-2014,0.98,-0.34443288241415193,-0.125,-0.2638888888888889,-0.1276595744680851,-0.03125,-0.3829787234042553,0.0,-0.5,-0.5,-0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,0.9816055004911153,-0.3333333333333333,Graduation,Widow,1.0306902676179295,0.0,0.0,07-01-2014,0.38,0.5046826222684704,1.1875,3.9722222222222223,1.0212765957446808,3.09375,0.46808510638297873,-0.5,-0.25,1.0,-0.2,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
547,-0.1947495312081436,0.5555555555555556,Graduation,Married,-0.10630964207230802,1.0,0.0,03-12-2013,0.46,-0.2736732570239334,-0.03125,-0.1111111111111111,0.1702127659574468,0.125,-0.2978723404255319,-0.5,-0.25,-0.5,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,0.7522993124386106,-0.1111111111111111,Graduation,Married,-0.9593154520003613,1.0,1.0,26-01-2014,-0.04,-0.331945889698231,-0.15625,-0.21296296296296297,-0.2127659574468085,-0.21875,0.0851063829787234,1.0,-0.25,-0.25,-0.6,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
549,-0.5719260648272168,0.16666666666666666,Master,Married,-0.7291760739335922,1.0,1.0,29-03-2014,-0.32,-0.32570239334027057,-0.25,-0.2962962962962963,-0.2553191489361702,-0.25,-0.48936170212765956,0.0,-0.75,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,-0.21064380748281097,-0.3888888888888889,2n Cycle,Single,-0.35622685812336313,1.0,1.0,31-03-2014,0.76,-0.3298647242455775,-0.125,-0.2638888888888889,-0.19148936170212766,-0.125,-0.1276595744680851,0.0,-0.75,-0.25,-0.4,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,-0.01562639521385838,1.0555555555555556,Graduation,Single,-0.9003130738432824,1.0,0.0,08-04-2014,-0.98,-0.3485952133194589,0.25,-0.19907407407407407,-0.02127659574468085,-0.25,0.2127659574468085,0.0,-0.25,-0.25,-0.6,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
552,0.675328154299491,0.05555555555555555,PhD,Single,0.2746169360907914,0.0,1.0,07-02-2014,0.48,0.5920915712799167,-0.25,-0.19907407407407407,-0.1276595744680851,-0.125,0.2127659574468085,0.0,0.5,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,0.7146173765514778,-0.3888888888888889,Graduation,Married,-0.8718654986604052,0.0,0.0,18-04-2013,0.5,-0.29864724245577523,-0.15625,-0.09259259259259259,0.14893617021276595,0.40625,0.3829787234042553,-0.5,-0.25,0.0,-0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,0.7224752210018751,-1.1666666666666667,Master,Married,0.9126253047954483,0.0,0.0,06-11-2013,-0.9,0.011446409989594173,0.625,2.0972222222222223,2.106382978723404,3.59375,0.48936170212765956,-0.5,-0.25,1.5,1.6,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
555,0.5774622734172694,-1.0,Graduation,Together,-0.23840272133417623,1.0,1.0,12-09-2012,0.02,-0.17377731529656607,0.28125,0.1388888888888889,0.06382978723404255,-0.0625,-0.19148936170212766,2.0,0.0,-0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,-0.894812036788999,0.4444444444444444,PhD,Single,0.10531623468496945,1.0,0.0,01-03-2013,0.16,0.27991675338189387,2.40625,0.32407407407407407,1.9148936170212767,1.15625,2.0,0.0,0.5,0.0,1.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
557,0.5099562460934012,0.6666666666666666,Graduation,Married,0.8587404798458713,0.0,0.0,05-04-2013,-0.38,0.7981269510926119,3.78125,3.212962962962963,0.3617021276595745,5.53125,1.851063829787234,-0.5,0.25,1.0,0.4,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
558,0.5288865077239039,0.0,2n Cycle,Married,-1.085719016225654,0.0,0.0,03-08-2013,-0.44,-0.3465140478668054,-0.125,-0.25,0.06382978723404255,0.0,-0.14893617021276595,0.0,-0.5,-0.5,-0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,-0.40798285561210823,-0.6111111111111112,Graduation,Together,1.0954423673199072,0.0,1.0,22-05-2013,0.24,2.7440166493236213,0.9375,1.0185185185185186,0.8085106382978723,1.53125,0.19148936170212766,-0.5,0.25,2.0,-0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
560,0.3976247879274935,0.4444444444444444,Graduation,Married,-0.5521689394623559,1.0,0.0,09-09-2013,-0.9,-0.29864724245577523,0.0,-0.25462962962962965,-0.0851063829787234,0.0,-0.2553191489361702,-0.5,-0.5,-0.5,-0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,-0.40708991874274486,0.5555555555555556,Graduation,Single,0.9139197447244047,0.0,0.0,16-06-2013,0.52,0.1571279916753382,4.53125,4.041666666666667,0.9787234042553191,3.9375,0.2978723404255319,-1.0,0.5,1.0,0.4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,0.7717653361907313,0.05555555555555555,Master,Together,0.6056022155995063,0.0,1.0,25-06-2013,-0.74,0.6066597294484911,0.53125,0.30092592592592593,2.6382978723404253,-0.25,0.2765957446808511,0.0,1.0,0.25,1.6,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,0.9326725600500044,0.0,2n Cycle,Married,0.3336795207561937,0.0,1.0,15-01-2014,-0.72,-0.09261186264308012,3.78125,0.8888888888888888,3.3191489361702127,3.53125,1.2553191489361701,1.5,0.5,0.25,1.4,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,0.8524868291811769,-0.3888888888888889,PhD,Divorced,-0.07774165387278364,0.0,1.0,05-11-2013,-0.8,0.001040582726326743,0.3125,0.06481481481481481,0.3404255319148936,-0.0625,0.0,0.5,-0.25,0.0,0.4,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,-0.22760960800071434,-1.1111111111111112,PhD,Together,0.023345073602456426,0.0,1.0,07-06-2014,-0.02,0.03225806451612903,-0.1875,-0.17592592592592593,-0.19148936170212766,-0.1875,0.3404255319148936,0.0,-0.25,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,0.653897669434771,-0.4444444444444444,Graduation,Single,0.457072759565309,0.0,1.0,05-12-2012,0.62,1.1935483870967742,0.0625,0.4351851851851852,1.127659574468085,1.0,0.3829787234042553,1.0,0.0,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,-0.8156978301634075,-1.0555555555555556,Master,Together,-0.6647852132815557,1.0,1.0,07-09-2013,0.22,-0.3485952133194589,-0.25,-0.30092592592592593,-0.2127659574468085,-0.25,-0.48936170212765956,-0.5,-0.75,-0.5,-0.6,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,0.8790963478882043,0.5,Graduation,Single,-0.11109605948403023,0.0,1.0,05-07-2013,-0.12,-0.331945889698231,-0.25,-0.2962962962962963,-0.2553191489361702,-0.25,-0.425531914893617,-0.5,-0.75,-0.5,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,-0.34529868738280206,0.0,Graduation,Together,-0.39680604473343567,1.0,1.0,07-12-2012,-0.6,-0.33610822060353795,-0.25,-0.2916666666666667,-0.2553191489361702,-0.25,-0.48936170212765956,-0.5,-0.75,-0.5,-0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,0.24278953477989107,0.2222222222222222,Graduation,Married,-0.19243505222914598,0.0,1.0,12-09-2012,-0.46,-0.1571279916753382,-0.25,0.18055555555555555,0.7872340425531915,0.0625,1.7446808510638299,1.5,0.25,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,-0.34512010000892934,-0.1111111111111111,PhD,Married,-0.3894909539721244,1.0,1.0,27-01-2014,0.18,-0.29448491155046824,-0.25,-0.28703703703703703,-0.2553191489361702,-0.25,-0.48936170212765956,0.0,-0.75,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,0.48620412536833646,0.4444444444444444,2n Cycle,Single,-0.38497546584785813,1.0,0.0,13-09-2013,-0.14,-0.25494276795005205,0.125,-0.08333333333333333,0.10638297872340426,0.5,0.0,0.5,0.0,-0.25,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,-0.7910527725689793,0.0,PhD,Together,0.39229055660916945,0.0,1.0,01-08-2013,-0.44,0.055150884495317375,-0.09375,-0.10648148148148148,-0.2553191489361702,0.0625,-0.0851063829787234,-0.5,0.25,-0.25,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,0.3411911777837307,0.6111111111111112,Master,Married,-0.4341641831481983,1.0,0.0,02-10-2013,0.14,-0.3090530697190427,-0.0625,-0.19444444444444445,-0.1276595744680851,-0.25,-0.5106382978723404,0.0,-0.5,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,-0.5151352799357085,0.3888888888888889,PhD,Married,0.31953099130015955,0.0,1.0,31-01-2013,-0.44,1.8241415192507804,0.125,0.35648148148148145,-0.2553191489361702,-0.25,0.0,0.5,0.5,0.5,0.6,-0.25,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
576,0.48227520314313777,-0.1111111111111111,Graduation,Married,-0.002844757518287727,1.0,1.0,01-04-2014,-0.78,-0.11758584807492195,-0.25,-0.20833333333333334,0.02127659574468085,-0.25,0.1276595744680851,0.5,0.0,-0.25,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,-0.7676578265916599,0.0,Graduation,Married,-1.1475812035281014,1.0,1.0,23-08-2013,-0.02,-0.34235171696149846,-0.125,-0.23148148148148148,-0.0425531914893617,-0.1875,-0.3617021276595745,1.0,-0.25,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,0.8542727029199035,-0.2222222222222222,PhD,Together,-0.11768867214545893,1.0,1.0,16-09-2013,-0.2,-0.2445369406867846,-0.25,-0.25925925925925924,-0.2553191489361702,-0.25,-0.3404255319148936,0.0,-0.5,-0.5,-0.2,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,-0.03669970533083311,-0.7777777777777778,Master,Together,0.0969776332821578,1.0,1.0,09-07-2013,0.72,-0.05931321540062435,0.15625,-0.09722222222222222,0.10638297872340426,-0.1875,-0.425531914893617,2.0,0.0,0.0,-0.2,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,0.0906330922403786,0.2222222222222222,PhD,Married,-0.18587254282187904,1.0,1.0,10-11-2012,0.3,0.061394380853277836,-0.25,-0.2638888888888889,-0.2553191489361702,-0.25,-0.46808510638297873,1.5,-0.25,-0.25,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,-0.02580587552460041,-1.0555555555555556,Graduation,Together,-0.321879045124778,0.0,1.0,18-03-2013,0.4,0.2008324661810614,-0.15625,-0.18518518518518517,0.574468085106383,-0.0625,1.5957446808510638,2.5,0.75,-0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,-0.06741673363693187,-0.16666666666666666,2n Cycle,Together,-0.10718263644299948,1.0,1.0,20-10-2013,0.1,-0.34235171696149846,-0.25,-0.2361111111111111,-0.1276595744680851,-0.0625,-0.2978723404255319,-0.5,-0.75,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,-0.059916063934279847,-1.0555555555555556,Master,Married,-0.7204160269725157,0.0,0.0,15-04-2013,0.16,-0.28407908428720086,0.125,-0.2037037037037037,-0.0851063829787234,0.09375,0.5957446808510638,-0.5,-0.5,-0.25,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,0.05312974372711849,0.7222222222222222,Graduation,Together,-0.35908666726873173,1.0,0.0,03-04-2014,0.3,-0.26534859521331944,-0.25,-0.2777777777777778,-0.2553191489361702,-0.25,-0.46808510638297873,0.0,-0.5,-0.5,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,0.46030895615679973,0.05555555555555555,2n Cycle,Together,-0.7384779794695807,1.0,1.0,18-04-2014,-0.78,-0.29656607700312176,-0.21875,-0.25,-0.10638297872340426,-0.1875,-0.3191489361702128,1.0,-0.5,-0.25,-0.2,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,0.6428252522546656,-0.8333333333333334,Graduation,Widow,0.8554893283963997,0.0,0.0,23-09-2012,0.32,1.8449531737773153,0.40625,2.1435185185185186,0.425531914893617,-0.25,4.25531914893617,-0.5,0.25,2.25,0.0,-0.75,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
587,-0.07170283060987588,-0.5,Master,Married,0.313450133959481,0.0,1.0,14-09-2013,0.5,0.18834547346514047,1.21875,0.5601851851851852,0.8936170212765957,1.21875,-0.2765957446808511,0.0,0.0,0.5,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,-0.9294579873202965,-0.8333333333333334,Graduation,Together,0.07470122520244439,0.0,1.0,17-05-2014,-0.9,0.46930280957336107,-0.125,-0.1712962962962963,-0.1276595744680851,-0.125,0.1276595744680851,0.5,0.75,-0.25,0.4,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,-0.22850254487007768,-0.6111111111111112,Graduation,Together,-0.8176194346608868,0.0,0.0,20-08-2013,0.9,-0.34443288241415193,0.03125,-0.26851851851851855,-0.2127659574468085,-0.09375,-0.0425531914893617,-0.5,-0.75,-0.25,-0.4,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,-0.3122600232163586,0.7777777777777778,PhD,Single,-0.35213281555736176,1.0,0.0,12-10-2012,-0.16,-0.3215400624349636,-0.25,-0.14814814814814814,-0.1276595744680851,-0.125,-0.14893617021276595,0.0,-0.5,-0.25,-0.6,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
591,0.38726672024287884,0.2777777777777778,Master,Married,1.2276558595984226,0.0,0.0,12-12-2012,-0.48,1.3392299687825182,5.46875,3.3796296296296298,2.0,4.84375,-0.0851063829787234,-1.0,0.25,2.25,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
592,-0.17099741048307884,-0.2777777777777778,Master,Single,0.5569252536199163,0.0,0.0,10-11-2013,0.9,0.24661810613943808,3.71875,2.6296296296296298,2.5531914893617023,3.71875,3.0,-0.5,-0.25,1.25,0.8,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,0.17242610947406017,0.3888888888888889,Graduation,Together,-0.5479845871338692,1.0,0.0,30-01-2014,-0.8,-0.33610822060353795,-0.0625,-0.30092592592592593,-0.02127659574468085,-0.1875,-0.1702127659574468,-0.5,-0.75,-0.5,-0.4,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,-0.4256630056255023,0.1111111111111111,PhD,Married,0.25863210813088894,0.0,0.0,11-09-2013,-0.04,-0.09053069719042664,0.6875,0.4675925925925926,0.1702127659574468,0.8125,-0.5106382978723404,-0.5,-0.25,0.5,0.4,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,-0.08331100991159925,0.2777777777777778,Master,Together,-1.0211776393028087,1.0,0.0,19-09-2013,-0.74,-0.3485952133194589,-0.125,-0.2361111111111111,-0.19148936170212766,0.0625,0.1276595744680851,0.5,-0.25,-0.25,-0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
596,-0.03687829270470578,-0.05555555555555555,Graduation,Divorced,-0.8269815467051989,1.0,0.0,26-10-2012,0.62,-0.32778355879292403,0.125,-0.22685185185185186,-0.10638297872340426,-0.21875,-0.23404255319148937,-0.5,-0.5,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,0.35458523082418075,-0.05555555555555555,Master,Married,-0.27732622896535114,1.0,1.0,19-10-2013,-0.58,-0.3215400624349636,-0.25,-0.26851851851851855,-0.2553191489361702,-0.25,-0.46808510638297873,0.0,-0.75,-0.5,-0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0.26082685954103046,0.4444444444444444,2n Cycle,Married,-0.7573226165748518,1.0,0.0,04-06-2013,-0.2,-0.35275754422476585,-0.03125,-0.24074074074074073,0.02127659574468085,0.03125,-0.19148936170212766,0.5,-0.5,-0.25,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,-0.34315563889633005,0.6111111111111112,Graduation,Together,-0.6108702850778169,1.0,0.0,17-08-2012,0.16,-0.29656607700312176,-0.15625,-0.16666666666666666,-0.2127659574468085,0.0,-0.425531914893617,0.5,-0.25,-0.5,-0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,0.860523261005447,-0.5,Graduation,Single,-0.641214365272886,0.0,1.0,21-02-2013,-0.44,-0.2861602497398543,-0.25,-0.30092592592592593,-0.2553191489361702,-0.25,-0.425531914893617,-0.5,-0.75,-0.5,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,-0.5367443521743013,-0.5555555555555556,Graduation,Together,0.343944730425359,0.0,1.0,31-08-2012,0.68,0.7336108220603538,0.625,0.3148148148148148,-0.0425531914893617,0.40625,1.5957446808510638,0.5,0.25,0.25,1.4,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,0.44887936422894903,-0.8333333333333334,Graduation,Single,0.6479574942051236,0.0,0.0,17-09-2013,0.6,0.4713839750260146,0.75,2.0925925925925926,1.2553191489361701,2.09375,0.6382978723404256,-0.5,-0.25,0.5,0.8,-1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,-0.8149834806679168,-1.2222222222222223,PhD,Married,0.30360636984858064,0.0,2.0,09-12-2012,0.4,0.4921956295525494,0.25,0.2175925925925926,-0.2553191489361702,-0.09375,0.5319148936170213,0.5,0.25,0.0,1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,-0.7646218412358247,-0.2222222222222222,Master,Together,-0.053087088714290014,1.0,1.0,26-01-2013,0.56,-0.19458896982310095,-0.15625,-0.18981481481481483,-0.1702127659574468,-0.1875,-0.2127659574468085,1.0,-0.25,-0.25,-0.4,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,0.30047325654076257,0.8888888888888888,Master,Single,-0.8878503266203076,1.0,0.0,29-12-2012,-0.68,-0.17793964620187305,0.0625,-0.09722222222222222,-0.2127659574468085,-0.15625,0.851063829787234,1.0,0.25,-0.25,-0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
